fid,fuel,cost_grid,people_affected_sum_all,pp_unique_sum,map_type,frn
EIN611_1579,1000.5259762428093,0.4425915560961752,24419.25701904297,24419.25701904297,DN,n
EIN84T_1587,982.3554587124041,0.48358168373454125,35735.363861083984,35735.363861083984,DN,n
EIN84X_1515,985.2053647332094,0.487763214870375,35735.363861083984,35735.363861083984,DN,n
EJU42KM_1219,808.8537353664327,0.7991999023811783,46343.14807128906,46343.14807128906,DN,n
EJU5284_1390,805.3464226429503,0.7919791863251666,48500.97082519531,48500.97082519531,DN,n
EZS39RG_1538,962.8305838444358,0.6564779007269392,12470.754661560059,12470.754661560059,DN,n
EZY84JU_960,940.579257749162,0.43897403816995095,15380.542724609375,15380.542724609375,DN,n
ITY113_1804,984.3989989282244,0.6067196912667572,0.0,0.0,DN,n
SAS62L_1257,968.5281784934527,0.5566792602261093,63780.544342041016,63780.544342041016,DN,n
TRA6875_1499,940.0745608553214,0.712227201346989,28006.221420288086,28006.221420288086,DN,n
VLG12BR_219,1007.7199776965541,0.6842502542165153,19707.737216949463,19707.737216949463,DN,n
