ts,x,y,h,latitude,longitude,altitude,mach,tas,vertical_rate,heading,fuel,mass,thrust,fid,num,cost_grid
187.0,24104.713884246583,17394.08207180063,3354.2514498161895,51.941993285995785,4.757997381116743,11005.0,0.82,521.49,3500.0,170.58,24.05,62097.0,66957.0,id1,1.0,0.03597892029376394
206.0,24921.697264883354,12467.414000352019,3686.628594720479,51.89765126700989,4.76955733334438,12095.0,0.82,519.37,3500.0,175.58,24.11,62072.0,67153.0,id1,1.0,0.03353014817477391
224.0,25304.608523959625,7508.695314761584,4019.0057396129964,51.853039797205064,4.774772374010011,13186.0,0.82,517.24,3500.0,180.58,24.14,62048.0,67272.0,id1,1.0,0.031682633906550656
243.0,25254.091465619505,2556.0243669470515,4351.382884494912,51.80850229850051,4.773673421580178,14276.0,0.82,515.1,3500.0,185.58,24.16,62024.0,67314.0,id1,1.0,0.030174263650110007
262.0,24774.12120619821,-2352.857323144389,4683.760029367265,51.76437782208022,4.766339635811845,15367.0,0.82,512.96,3500.0,190.58,24.15,62000.0,67277.0,id1,1.0,0.028806989271062212
280.0,23871.946897274214,-7180.855029333742,5016.137174231091,51.720998483615475,4.7528968652643035,16457.0,0.82,510.8,3500.0,195.58,24.11,61976.0,67163.0,id1,1.0,0.026914479763651383
299.0,22558.009306434527,-11891.80374786635,5348.514319087875,51.67868699866213,4.733515777366131,17548.0,0.82,508.64,3500.0,200.58,24.05,61952.0,66970.0,id1,1.0,0.025035393167605193
318.0,20845.83404536923,-16450.741699394774,5680.891463939289,51.637754336405195,4.708409701780129,18638.0,0.82,506.47,3500.0,205.58,23.96,61928.0,66700.0,id1,1.0,0.023253524268971
336.0,18751.901460152865,-20824.172310947757,6013.268608654801,51.5984975063174,4.677832218684461,19729.0,0.82,504.28,3000.0,210.58,23.85,61904.0,66353.0,id1,1.0,0.02071212392662657
355.0,16293.195105791736,-24984.202970907096,6298.163304945743,51.561162571289245,4.642041080518812,20663.0,0.82,502.41,2500.0,215.58,23.74,61880.0,65995.0,id1,1.0,0.0031069300843777174
374.0,13489.45260053612,-28902.683201980897,6535.575552261458,51.525997432837784,4.601330940537504,21442.0,0.82,500.84,2000.0,220.58,23.63,61857.0,65655.0,id1,1.0,0.0
393.0,10362.359394906256,-32553.137046574142,6725.50535065994,51.493234651774976,4.5560213507526806,22065.0,0.82,499.58,1500.0,225.58,23.54,61833.0,65357.0,id1,1.0,0.0
411.0,6935.422829777952,-35910.87034006439,6867.952700246194,51.46309065965154,4.506454833861036,22533.0,0.82,498.63,1000.0,230.58,22.35,61811.0,61762.0,id1,1.0,0.0
430.0,3233.844456949771,-38953.07098635643,6962.917601202937,51.4357650340437,4.452995018393295,22844.0,0.82,498.0,500.0,233.38,20.07,61791.0,55272.0,id1,1.0,0.0
449.0,-608.7266185379982,-41808.655008767106,7010.400053927272,51.41009316915203,4.397569376662951,23000.0,0.82,497.68,0.0,233.38,17.75,61773.0,49022.0,id1,1.0,0.0
467.0,-4450.265548961204,-44663.47092119832,7010.400059943595,51.38440186873058,4.342217964240351,23000.0,0.82,497.68,0.0,233.38,17.75,61755.0,49018.0,id1,1.0,0.0
486.0,-8291.804535518118,-47518.286757681904,7010.400061591522,51.358684437141086,4.286928802629807,23000.0,0.82,497.68,0.0,233.38,17.74,61737.0,49015.0,id1,1.0,0.0
505.0,-12133.34355703392,-50373.10254694609,7010.400063244297,51.332940926601125,4.231701828443507,23000.0,0.82,497.68,0.0,233.38,17.74,61720.0,49011.0,id1,1.0,0.0
523.0,-15974.882595253828,-53227.918313554575,7010.400064901935,51.307171389446175,4.176536977898494,23000.0,0.82,497.68,0.0,233.38,17.74,61702.0,49008.0,id1,1.0,0.0
542.0,-19816.42163440511,-56082.734078731155,7010.400066564472,51.28137587810057,4.121434186900213,23000.0,0.82,497.68,0.0,233.38,17.74,61684.0,49004.0,id1,1.0,0.0
561.0,-23657.960579965584,-58937.54996966784,7010.400068231931,51.25555444407082,4.066393392266457,23000.0,0.82,497.68,0.0,233.38,17.74,61667.0,49000.0,id1,1.0,0.0
0.0,23108.08773604389,59046.49308797711,30.480000000003006,52.31661999999992,4.746300000000168,100.0,0.5,330.62,3500.0,201.89,33.81,62366.0,107775.0,id0,5.0,0.0860613714834852
19.0,21881.96345595612,55994.91417900028,376.811946528722,52.28922698202238,4.728063069937624,1236.0,0.5747,378.55,3500.0,196.89,32.46,62334.0,97327.0,id0,5.0,0.07798956905111575
39.0,20786.48827960668,52387.28217688737,723.1433277265277,52.25682558885903,4.711733969927151,2373.0,0.6455,423.46,3500.0,191.89,30.85,62303.0,88488.0,id0,5.0,0.06731030920756502
58.0,19916.655877007805,48256.86730558127,1069.4728930476783,52.21971238127209,4.69871046467621,3509.0,0.6625,432.89,3500.0,186.89,30.2,62273.0,85470.0,id0,5.0,0.05695042532334209
78.0,19398.664899767908,43972.432969420595,1415.8005817284268,52.18120036137203,4.69086039176146,4645.0,0.6764,440.22,3500.0,181.9,29.6,62243.0,82876.0,id0,5.0,0.04860152087044096
97.0,19253.492489290693,39585.76536181933,1762.1266253097058,52.14175554836297,4.688481419869736,5781.0,0.7046,456.73,3500.0,176.9,28.67,62214.0,79194.0,id0,5.0,0.04550622335417111
117.0,19499.960448798123,35037.84304665519,2108.451132217943,52.100846826153045,4.6918313648447665,6917.0,0.7326,472.96,3500.0,171.9,27.74,62187.0,75759.0,id0,5.0,0.04400088559123895
136.0,20164.490151758655,30367.576944007127,2454.774077297751,52.058822685768256,4.701282936974081,8054.0,0.7594,488.21,3500.0,166.91,26.83,62160.0,72632.0,id0,5.0,0.04229159363443455
156.0,21267.607087403907,25624.061691284693,2801.095436742746,52.01612240184711,4.717121248863911,9190.0,0.7839,501.92,3500.0,161.92,25.98,62134.0,69850.0,id0,5.0,0.040340653228734986
175.0,22821.265119828106,20863.7637826095,3147.4151943600377,51.97325073633801,4.739505626934989,10326.0,0.801,510.72,3500.0,161.57,25.42,62108.0,68065.0,id0,5.0,0.03807347067950081
195.0,24432.181028891195,16029.507211426602,3493.733365702801,51.92970722776364,4.762677159734932,11462.0,0.8113,515.05,3500.0,166.55,25.27,62083.0,67605.0,id0,5.0,0.034973217886544915
214.0,25627.869974270132,11031.63043103451,3840.050069269784,51.88470704627468,4.77974176580066,12599.0,0.8182,517.27,3500.0,171.53,25.18,62058.0,67325.0,id0,5.0,0.03248859101272734
234.0,26387.99651258846,5926.953261010056,4186.365432679157,51.83876476904676,4.7904245229886975,13735.0,0.8193,515.72,3500.0,176.52,25.18,62033.0,67344.0,id0,5.0,0.030658630235122192
253.0,26700.466127395935,791.0617911753964,4532.6795987453725,51.7925624446138,4.794574299858498,14871.0,0.8196,513.66,3500.0,181.51,25.18,62008.0,67327.0,id0,5.0,0.029162201236142004
273.0,26565.65165993297,-4331.848726795484,4878.992695853184,51.746498184395556,4.792219905313405,16007.0,0.8197,511.48,3500.0,186.5,25.15,61982.0,67237.0,id0,5.0,0.02773434630195407
292.0,25988.31539032177,-9401.80521624312,5225.304854283431,51.700930848563466,4.783453299261073,17143.0,0.8197,509.26,3500.0,191.49,25.09,61957.0,67065.0,id0,5.0,0.025839770899274982
312.0,24976.779732287752,-14380.425857340288,5571.616261796182,51.65620379537174,4.768416946418065,18280.0,0.8197,507.01,3500.0,196.47,25.01,61932.0,66810.0,id0,5.0,0.024045519717290992
331.0,23542.667951540887,-19230.5913820994,5917.927073413119,51.61264793968966,4.747299387802128,19416.0,0.8197,504.71,3072.0,201.46,24.9,61907.0,66474.0,id0,5.0,0.02234445773462162
