ts,x,y,h,latitude,longitude,altitude,mach,tas,vertical_rate,heading,fuel,mass,thrust,fid,cost_grid
364.0,13027.907663134722,1034.4506365237153,6500.080806877504,52.34847265384884,6.050439676909452,21326.0,0.82,501.07,3500.0,88.1,20.16,77468.0,65709.0,EJU42KM_1219,0.0
380.0,17086.484086242737,1168.92135212168,6781.367798456096,52.34957012440431,6.110197716743479,22249.0,0.82,499.2,3500.0,88.1,20.04,77448.0,65264.0,EJU42KM_1219,0.0
396.0,21129.814952387038,1302.8869449567405,7062.6547900244595,52.35063349892356,6.169734192767193,23171.0,0.82,497.33,3500.0,88.1,19.9,77428.0,64768.0,EJU42KM_1219,0.0
411.0,25157.842564544495,1436.3455034709239,7343.9417815823645,52.35166309871124,6.22904814262363,24094.0,0.82,495.45,3500.0,88.1,19.75,77408.0,64221.0,EJU42KM_1219,0.0
427.0,29170.508565680397,1569.2950942372086,7625.228773129687,52.35265924545859,6.28813859597893,25017.0,0.82,493.56,3500.0,88.1,19.59,77389.0,63624.0,EJU42KM_1219,0.0
443.0,33167.75393047458,1701.7337616853995,7906.515764620111,52.35362226124684,6.347004574400933,25940.0,0.8199,491.59,3500.0,88.1,19.4,77369.0,62983.0,EJU42KM_1219,0.0
459.0,37148.87507176236,1833.6381943090428,8187.802756114176,52.35455232047436,6.405635608365304,26863.0,0.8182,488.7,3500.0,88.1,19.22,77350.0,62332.0,EJU42KM_1219,0.0
475.0,41106.408974508755,1964.7611239628156,8469.089747612257,52.35544811131313,6.463921674522618,27786.0,0.8151,484.93,3052.0,88.1,19.03,77331.0,61662.0,EJU42KM_1219,0.0
490.0,45036.55703716633,2094.9766936173746,8714.359908535771,52.356309325657314,6.521806706527074,28590.0,0.8147,483.04,2552.0,88.1,18.83,77312.0,60985.0,EJU42KM_1219,0.0
506.0,48954.73865771347,2224.795786314174,8919.44621398596,52.357139765680685,6.579517700211821,29263.0,0.8162,482.54,2052.0,88.1,18.65,77294.0,60359.0,EJU42KM_1219,0.0
522.0,52871.848556472105,2354.5793712907825,9084.348663756247,52.35794187900283,6.637215039854989,29804.0,0.808,476.59,1552.0,88.1,18.55,77275.0,60012.0,EJU42KM_1219,0.0
538.0,56743.09315473381,2482.8433260440816,9209.067257796556,52.3587069944351,6.694238825527551,30213.0,0.7998,470.88,1052.0,88.1,18.51,77256.0,59890.0,EJU42KM_1219,0.0
554.0,60570.141739181105,2609.642958245821,9293.601996113845,52.35943639802752,6.750613506307167,30491.0,0.7908,465.06,552.0,88.1,15.94,77241.0,51527.0,EJU42KM_1219,0.0
570.0,64351.57994212522,2734.9314064290747,9337.952878774446,52.36013076265248,6.806318113911175,30636.0,0.7802,458.54,52.0,88.1,13.16,77227.0,43041.0,EJU42KM_1219,0.0
585.0,68081.33488451068,2858.5074610552037,9342.119906029504,52.36078998189171,6.861263055012907,30650.0,0.779,457.78,0.0,88.1,12.85,77215.0,42138.0,EJU42KM_1219,0.0
601.0,71805.01132051685,2981.8821210668293,9342.119906429574,52.36142270911653,6.916120054373473,30650.0,0.779,457.77,0.0,88.1,12.85,77202.0,42133.0,EJU42KM_1219,0.0
617.0,75528.63267765826,3105.254957819787,9342.119906817585,52.36203002930596,6.970977781825974,30650.0,0.779,457.76,0.0,88.1,12.85,77189.0,42127.0,EJU42KM_1219,0.0
