fid,fuel,cost_grid,people_affected_sum_all,pp_unique_sum,map_type,frn
DLH3A_603,1046.1435203404058,0.6143043061476636,818622.0998268127,524455.4903416634,DN,n
EIN60Y_1710,998.7699519244877,0.4461562205582742,795497.8949279785,440237.92864990234,DN,n
EIN611_1579,996.9221629764743,0.44943963042822566,802845.5711364746,440116.61053466797,DN,n
EIN84T_1587,1046.7804736396488,0.46282664755226144,787565.8794441223,502804.6910972595,DN,n
EIN84X_1515,1063.9115043424645,0.4736672562996626,800026.4537391663,503957.9536552429,DN,n
EJU42KM_1219,858.4200001660975,0.7642630120742459,2647602.464828491,1337809.4488296509,DN,n
EJU5284_1390,837.3545957315014,0.7390394251975798,2381866.5116348267,1281171.0512313843,DN,n
EZS39RG_1538,1159.2844475178442,0.5809907552514118,603100.812983036,454374.98990392685,DN,n
EZY84JU_960,968.2282863633703,0.4402665740407413,733552.9843139648,404517.2752838135,DN,n
ITY113_1804,1163.379246336216,0.5427452842823118,115707.38368606567,110267.22393417358,DN,n
SAS62L_1257,1002.3004004371833,0.5309564595825427,1783992.9525914192,1215003.7038884163,DN,n
TRA6875_1499,1047.8628844983195,0.6163051082516791,861213.4166927338,537715.4775109291,DN,n
VLG12BR_219,1179.5531501008836,0.6146348022917283,850689.9325971603,669344.0936727524,DN,n
